Applicant_ID,Applicant_Name,Gender,University,Education_Level,CGPA,Experience_Years,Job_Applied,Company,Skills_Score,Interview_Score,Final_Decision,Selected
490,Penelope Jenkins,Male,Massachusetts Institute of Technology,Masters,3.11,2,NLP Engineer (Natural Language Processing),NVIDIA,88,93,Selected,1
491,Ryan Clark,Male,University of the Witwatersrand,Masters,3.93,5,AI Ethics & Compliance Officer,NVIDIA,58,79,Selected,1
492,Zoey Coleman,Male,Osaka University,Masters,3.14,0,Machine Learning Engineer,NVIDIA,68,53,Rejected,0
493,Christian Collins,Female,Cornell University,Masters,3.8,4,Reinforcement Learning Researcher,NVIDIA,84,71,Selected,1
494,Dylan Stewart,Male,Zhejiang University,Bachelors,3.5,3,AI Ethics & Compliance Officer,NVIDIA,72,65,Selected,1
495,Sarah Thompson,Male,Duke University,Masters,3.6,2,Deep Learning Specialist,NVIDIA,80,86,Selected,1
496,Jonathan Lopez,Male,University of North Carolina at Chapel Hill,Masters,3.32,5,Reinforcement Learning Researcher,NVIDIA,87,94,Rejected,0
497,Sarah Thompson,Male,Sorbonne University,Bachelors,2.42,1,Computer Vision Engineer,NVIDIA,45,56,Selected,1
498,Mark White,Male,Aalto University,Bachelors,3.64,1,Data Architect (AI Infrastructure),NVIDIA,60,46,Selected,1
499,Dylan Stewart,Female,National University of Singapore,Masters,3.19,0,AI Research Scientist,NVIDIA,65,63,Selected,1
500,Laura Martinez,Male,Aalto University,Masters,2.75,2,Reinforcement Learning Researcher,NVIDIA,49,84,Selected,1
501,Jacob Turner,Female,Imperial College London,Masters,2.62,5,Machine Learning Engineer,NVIDIA,80,48,Selected,1
502,Eric Walker,Male,Technical University of Munich,Masters,3.66,3,NLP Engineer (Natural Language Processing),NVIDIA,75,51,Selected,1
503,David Johnson,Male,University of Manchester,Bachelors,3.7,0,Data Architect (AI Infrastructure),NVIDIA,75,81,Selected,1
504,Christopher Moore,Male,RWTH Aachen University,Bachelors,2.74,5,Machine Learning Engineer,NVIDIA,72,78,Rejected,0
505,Avery Barnes,Male,Eindhoven University of Technology,Bachelors,2.79,1,Deep Learning Specialist,NVIDIA,85,90,Rejected,0
506,Megan Lopez,Female,University of Glasgow,Masters,2.52,2,Reinforcement Learning Researcher,NVIDIA,48,59,Rejected,0
507,William Taylor,Female,Aalto University,Bachelors,2.39,1,Computer Vision Engineer,NVIDIA,83,65,Selected,1
508,Sean Rogers,Female,University of Bristol,Masters,3.08,4,Deep Learning Specialist,NVIDIA,57,65,Selected,1
509,Dylan Stewart,Male,University of New South Wales,Masters,2.48,5,Reinforcement Learning Researcher,NVIDIA,49,84,Selected,1
510,Hannah Adams,Female,Eindhoven University of Technology,Masters,2.84,4,Machine Learning Engineer,NVIDIA,75,90,Selected,1
511,Isabella Cox,Male,Georgia Institute of Technology,Bachelors,3.07,3,AI Product Manager,NVIDIA,85,62,Selected,1
512,Henry Phillips,Male,Imperial College London,Bachelors,3.42,3,AI Research Scientist,NVIDIA,93,87,Selected,1
513,Austin Morgan,Male,University of Helsinki,Bachelors,2.39,2,Computer Vision Engineer,NVIDIA,63,94,Rejected,0
514,Jacob Turner,Female,University of Washington,Masters,3.72,0,NLP Engineer (Natural Language Processing),NVIDIA,55,60,Selected,1
515,Chloe Nelson,Female,Harvard University,Bachelors,2.5,1,AI Product Manager,NVIDIA,61,92,Rejected,0
516,Brian Robinson,Male,University of Geneva,Masters,3.09,0,Reinforcement Learning Researcher,NVIDIA,90,57,Rejected,0
517,Eric Walker,Female,Nanyang Technological University,Masters,2.35,1,AI Ethics & Compliance Officer,NVIDIA,77,75,Rejected,0
518,Ella Ward,Female,Leiden University,Bachelors,3.42,2,AI Product Manager,NVIDIA,48,45,Rejected,0
519,Anna White,Female,Princeton University,Masters,3.92,2,AI Product Manager,NVIDIA,65,59,Rejected,0
520,Claire Patterson,Female,Shanghai Jiao Tong University,Bachelors,2.94,5,Machine Learning Engineer,NVIDIA,52,59,Selected,1
521,Stephanie King,Female,Sorbonne University,Masters,3.58,2,Computer Vision Engineer,NVIDIA,64,61,Rejected,0
522,Scott Young,Female,RWTH Aachen University,Bachelors,3.51,5,Reinforcement Learning Researcher,NVIDIA,87,48,Selected,1
523,Christian Collins,Female,London School of Economics,Bachelors,3.65,5,AI Ethics & Compliance Officer,NVIDIA,80,74,Rejected,0
524,Robert Smith,Male,Seoul National University,Masters,2.41,0,AI Product Manager,NVIDIA,52,65,Rejected,0
525,Nicole Hall,Female,University of California Los Angeles,Masters,3.56,2,AI Product Manager,NVIDIA,57,74,Selected,1
526,Victoria Scott,Male,University of Oxford,Bachelors,3.83,3,Data Architect (AI Infrastructure),NVIDIA,91,64,Selected,1
527,Samantha Green,Female,University of SÃ£o Paulo,Bachelors,3.8,5,AI Product Manager,NVIDIA,87,59,Selected,1
528,Jacob Turner,Male,Imperial College London,Bachelors,3.3,4,Deep Learning Specialist,NVIDIA,72,46,Selected,1
529,Christopher Moore,Male,University of Pennsylvania,Masters,2.91,5,MLOps Engineer,NVIDIA,59,95,Selected,1
530,Amanda Walker,Female,University of Virginia,Bachelors,3.38,3,Reinforcement Learning Researcher,NVIDIA,49,71,Selected,1
531,Isabella Cox,Male,Vienna University of Technology,Bachelors,2.32,0,Reinforcement Learning Researcher,NVIDIA,54,83,Rejected,0
532,Patrick Hill,Male,Monash University,Bachelors,3.78,4,Data Architect (AI Infrastructure),NVIDIA,68,48,Rejected,0
533,Robert Smith,Female,University of Colorado Boulder,Bachelors,2.66,4,Deep Learning Specialist,NVIDIA,54,85,Selected,1
534,William Taylor,Male,Ohio State University,Bachelors,2.7,2,Computer Vision Engineer,NVIDIA,58,77,Selected,1
535,Alexander Adams,Male,University of Vienna,Bachelors,3.22,4,AI Research Scientist,NVIDIA,59,78,Rejected,0
536,Jacob Turner,Male,University of Vienna,Masters,3.51,0,Data Architect (AI Infrastructure),NVIDIA,90,58,Selected,1
537,Elizabeth Young,Female,University of Wisconsinâ€“Madison,Bachelors,3.83,5,NLP Engineer (Natural Language Processing),NVIDIA,80,88,Selected,1
538,Alexander Adams,Male,University of Wisconsinâ€“Madison,Masters,2.99,2,AI Product Manager,NVIDIA,91,60,Rejected,0
539,Jason Lewis,Male,McGill University,Masters,2.83,0,Reinforcement Learning Researcher,NVIDIA,85,58,Selected,1
540,Nathan Sanchez,Female,Vienna University of Technology,Masters,3.01,3,Reinforcement Learning Researcher,NVIDIA,73,94,Rejected,0
541,Anthony Jackson,Female,London School of Economics,Masters,3.31,0,MLOps Engineer,NVIDIA,54,77,Selected,1
542,Daniel Carter,Male,Purdue University,Masters,3.55,4,Reinforcement Learning Researcher,NVIDIA,66,67,Selected,1
543,Victoria Henderson,Female,Stanford University,Masters,3.74,4,Deep Learning Specialist,NVIDIA,91,75,Selected,1
544,Lucy Hughes,Male,University of Virginia,Masters,3.41,5,MLOps Engineer,NVIDIA,92,92,Selected,1
545,Adam Hall,Female,University of Auckland,Bachelors,3.27,2,AI Research Scientist,NVIDIA,59,66,Rejected,0
546,Samantha Green,Male,University of Florida,Masters,3.35,4,Reinforcement Learning Researcher,NVIDIA,75,73,Selected,1
547,Avery Barnes,Female,University of Auckland,Bachelors,3.89,2,MLOps Engineer,NVIDIA,52,66,Selected,1
548,Lauren Wright,Female,University of California Los Angeles,Masters,3.68,1,MLOps Engineer,NVIDIA,85,79,Selected,1
549,Jason Lewis,Female,ETH Zurich,Bachelors,2.63,1,Machine Learning Engineer,NVIDIA,48,92,Rejected,0
550,Sophia Richardson,Male,McGill University,Bachelors,2.51,3,NLP Engineer (Natural Language Processing),NVIDIA,91,51,Rejected,0
551,Victoria Henderson,Male,Princeton University,Bachelors,3.14,2,Machine Learning Engineer,NVIDIA,91,69,Selected,1
552,Victoria Henderson,Male,University of Illinois Urbana-Champaign,Bachelors,2.57,3,Computer Vision Engineer,NVIDIA,47,46,Selected,1
553,Jonathan Lopez,Female,Carnegie Mellon University,Bachelors,2.64,3,AI Ethics & Compliance Officer,NVIDIA,67,88,Rejected,0
554,Claire Patterson,Male,Hong Kong University of Science and Technology,Bachelors,2.73,1,Computer Vision Engineer,NVIDIA,59,75,Rejected,0
555,Lucy Hughes,Male,Fudan University,Masters,3.55,4,AI Product Manager,NVIDIA,48,73,Rejected,0
556,Layla Powell,Female,University of Oxford,Bachelors,3.05,0,Reinforcement Learning Researcher,NVIDIA,46,83,Selected,1
557,Penelope Jenkins,Male,University of Michigan,Bachelors,3.14,2,MLOps Engineer,NVIDIA,89,69,Selected,1
558,Lauren Wright,Female,Aarhus University,Bachelors,2.62,2,MLOps Engineer,NVIDIA,69,91,Rejected,0
559,Avery Barnes,Male,University of Warwick,Masters,3.99,2,Reinforcement Learning Researcher,NVIDIA,58,95,Rejected,0
560,Rachel Harris,Male,Aalto University,Masters,2.87,0,Computer Vision Engineer,NVIDIA,81,79,Rejected,0
561,Jacob Turner,Male,University of Cape Town,Bachelors,2.44,4,Computer Vision Engineer,NVIDIA,71,63,Rejected,0
562,Owen Campbell,Female,Georgia Institute of Technology,Bachelors,2.77,5,Data Architect (AI Infrastructure),NVIDIA,52,83,Rejected,0
563,Matthew Thomas,Female,Kingâ€™s College London,Masters,2.47,2,NLP Engineer (Natural Language Processing),NVIDIA,76,91,Selected,1
564,Penelope Jenkins,Female,Cornell University,Masters,4,5,AI Ethics & Compliance Officer,NVIDIA,72,94,Selected,1
565,Jason Lewis,Female,Chinese University of Hong Kong,Bachelors,3.92,4,Reinforcement Learning Researcher,NVIDIA,75,52,Selected,1
566,Sarah Thompson,Female,EPFL,Bachelors,3.89,3,Data Architect (AI Infrastructure),NVIDIA,67,85,Rejected,0
567,Emily Bennett,Female,University of Toronto,Bachelors,2.44,5,Deep Learning Specialist,NVIDIA,95,47,Selected,1
568,Kevin Martinez,Male,Tsinghua University,Masters,2.62,2,Computer Vision Engineer,NVIDIA,53,86,Rejected,0
569,Christopher Moore,Male,University of North Carolina at Chapel Hill,Bachelors,3.11,4,Deep Learning Specialist,NVIDIA,95,59,Selected,1
570,Owen Campbell,Male,Australian National University,Bachelors,3.37,3,Data Architect (AI Infrastructure),NVIDIA,79,84,Rejected,0
571,Dylan Stewart,Male,Australian National University,Masters,2.4,1,Reinforcement Learning Researcher,NVIDIA,69,59,Rejected,0
572,Christian Collins,Female,Technical University of Munich,Masters,3.24,2,AI Product Manager,NVIDIA,70,55,Rejected,0
573,Megan Lopez,Male,POSTECH,Masters,3.24,3,AI Research Scientist,NVIDIA,93,82,Selected,1
574,Scott Young,Female,Pennsylvania State University,Bachelors,3.29,2,NLP Engineer (Natural Language Processing),NVIDIA,66,69,Selected,1
575,Lucy Hughes,Female,Harvard University,Masters,3.93,5,NLP Engineer (Natural Language Processing),NVIDIA,74,85,Selected,1
576,Amanda Walker,Female,University of Wisconsinâ€“Madison,Bachelors,3.44,5,AI Product Manager,NVIDIA,68,57,Selected,1
577,Sean Rogers,Male,University of California Berkeley,Bachelors,2.32,5,AI Research Scientist,NVIDIA,80,49,Selected,1
578,Audrey Long,Male,Technical University of Munich,Masters,3.88,0,MLOps Engineer,NVIDIA,57,88,Rejected,0
579,Lucas Roberts,Female,University of Wisconsinâ€“Madison,Bachelors,2.83,0,AI Product Manager,NVIDIA,81,89,Selected,1
580,Kevin Martinez,Female,University of Edinburgh,Masters,3.84,5,MLOps Engineer,NVIDIA,59,51,Selected,1
581,Joshua Garcia,Female,Technion â€“ Israel Institute of Technology,Bachelors,2.35,3,AI Ethics & Compliance Officer,NVIDIA,83,89,Rejected,0
582,Nora Perry,Female,University of Glasgow,Bachelors,3.92,2,AI Ethics & Compliance Officer,NVIDIA,48,72,Rejected,0
583,Adam Hall,Male,University of Maryland,Bachelors,2.91,1,AI Research Scientist,NVIDIA,68,61,Selected,1
584,Isabella Cox,Female,New York University,Masters,2.57,3,Reinforcement Learning Researcher,NVIDIA,77,81,Selected,1
585,John Miller,Male,Vienna University of Technology,Masters,3.54,1,AI Research Scientist,NVIDIA,60,72,Selected,1
586,Samuel Green,Male,ETH Zurich,Masters,2.96,4,NLP Engineer (Natural Language Processing),NVIDIA,66,75,Selected,1
587,Lauren Wright,Male,University College London,Masters,3.87,5,AI Research Scientist,NVIDIA,57,49,Selected,1
588,Sarah Thompson,Male,Pontifical Catholic University of Chile,Bachelors,2.82,2,MLOps Engineer,NVIDIA,77,94,Rejected,0
589,Zachary Morris,Male,University of Auckland,Bachelors,3.5,5,Machine Learning Engineer,NVIDIA,72,55,Rejected,0
590,Nicholas Wright,Female,University of Zurich,Bachelors,2.37,1,NLP Engineer (Natural Language Processing),NVIDIA,48,51,Rejected,0
591,John Miller,Male,University of the Witwatersrand,Masters,3.42,0,NLP Engineer (Natural Language Processing),NVIDIA,50,60,Rejected,0
592,Anna White,Female,Tel Aviv University,Bachelors,3.21,0,MLOps Engineer,NVIDIA,63,68,Selected,1
593,Christopher Moore,Male,University of SÃ£o Paulo,Masters,3.74,5,AI Research Scientist,NVIDIA,49,54,Selected,1
594,Zachary Morris,Female,Osaka University,Masters,3.46,0,AI Product Manager,NVIDIA,61,57,Selected,1
595,Lucy Hughes,Male,University of Cambridge,Bachelors,2.54,4,Machine Learning Engineer,NVIDIA,75,72,Selected,1
596,Lily Peterson,Female,University of Helsinki,Masters,2.49,1,AI Ethics & Compliance Officer,NVIDIA,65,60,Selected,1
597,John Miller,Male,Tel Aviv University,Bachelors,3.71,4,MLOps Engineer,NVIDIA,55,73,Selected,1
598,Joshua Garcia,Female,Heidelberg University,Bachelors,3.84,5,NLP Engineer (Natural Language Processing),NVIDIA,87,61,Rejected,0
599,Abigail Brooks,Female,Harvard University,Masters,2.37,5,AI Product Manager,NVIDIA,67,50,Rejected,0
600,Brian Robinson,Female,University of Washington,Masters,2.83,4,Reinforcement Learning Researcher,NVIDIA,58,75,Selected,1
601,Michael Brown,Female,New York University,Masters,3.35,5,AI Product Manager,NVIDIA,87,77,Selected,1
602,Isaac Parker,Female,University of Sheffield,Masters,3.2,1,Reinforcement Learning Researcher,NVIDIA,62,52,Rejected,0
603,Daniel Wilson,Female,University of Illinois Urbana-Champaign,Masters,3.22,2,NLP Engineer (Natural Language Processing),NVIDIA,63,70,Rejected,0
604,Steven Harris,Female,Sorbonne University,Bachelors,3.77,1,MLOps Engineer,NVIDIA,90,64,Rejected,0
605,Anna White,Male,London School of Economics,Masters,3.45,2,MLOps Engineer,NVIDIA,85,68,Rejected,0
606,Nicole Hall,Male,Imperial College London,Masters,3.94,2,Data Architect (AI Infrastructure),NVIDIA,78,87,Rejected,0
607,Hannah Adams,Male,Carnegie Mellon University,Masters,3.65,3,Machine Learning Engineer,NVIDIA,92,56,Selected,1
608,Eric Walker,Female,KTH Royal Institute of Technology,Bachelors,3.82,5,Computer Vision Engineer,NVIDIA,71,73,Selected,1
609,Lauren Wright,Male,KTH Royal Institute of Technology,Bachelors,2.9,0,MLOps Engineer,NVIDIA,48,88,Rejected,0
610,Joshua Garcia,Female,Pontifical Catholic University of Chile,Masters,2.56,4,MLOps Engineer,NVIDIA,95,68,Rejected,0
611,David Johnson,Female,Pennsylvania State University,Bachelors,3.98,2,AI Ethics & Compliance Officer,NVIDIA,70,69,Selected,1
612,Lily Peterson,Male,University of Southern California,Masters,2.36,0,NLP Engineer (Natural Language Processing),NVIDIA,90,57,Selected,1
613,Stephanie King,Male,Stockholm University,Bachelors,2.7,4,AI Ethics & Compliance Officer,NVIDIA,82,94,Rejected,0
614,Emily Davis,Male,University of Michigan,Masters,3.75,2,MLOps Engineer,NVIDIA,50,77,Selected,1
615,Emily Davis,Female,Seoul National University,Bachelors,3.83,2,AI Product Manager,NVIDIA,52,66,Rejected,0
616,Amanda Walker,Female,RWTH Aachen University,Masters,3.38,5,Data Architect (AI Infrastructure),NVIDIA,78,95,Rejected,0
617,Scarlett Ross,Male,Massachusetts Institute of Technology,Masters,2.39,4,MLOps Engineer,NVIDIA,69,74,Selected,1
618,Steven Harris,Female,University of Virginia,Masters,3.96,1,Machine Learning Engineer,NVIDIA,93,93,Rejected,0
619,Noah Perez,Female,University of California Los Angeles,Masters,3.84,5,AI Ethics & Compliance Officer,NVIDIA,56,68,Selected,1
620,Zachary Morris,Male,University of Michigan,Masters,3.97,2,Reinforcement Learning Researcher,NVIDIA,55,51,Selected,1
621,Isabella Cox,Female,University of St Andrews,Masters,3.79,0,AI Product Manager,NVIDIA,67,66,Rejected,0
622,Penelope Jenkins,Female,University of Helsinki,Bachelors,3.73,2,AI Research Scientist,NVIDIA,68,87,Rejected,0
623,Adam Hall,Male,Nanyang Technological University,Masters,3.01,2,MLOps Engineer,NVIDIA,68,59,Selected,1
624,Hannah Adams,Male,University of Helsinki,Bachelors,2.59,3,NLP Engineer (Natural Language Processing),NVIDIA,90,74,Selected,1
625,Jonathan Lopez,Male,University of Adelaide,Bachelors,2.98,5,Computer Vision Engineer,NVIDIA,47,76,Rejected,0
626,Avery Barnes,Male,Heidelberg University,Masters,2.74,2,Reinforcement Learning Researcher,NVIDIA,86,77,Selected,1
627,Rachel Harris,Female,University of Washington,Masters,3.52,5,NLP Engineer (Natural Language Processing),NVIDIA,91,84,Selected,1
628,Elizabeth Young,Male,University of Wisconsinâ€“Madison,Masters,3.64,3,Data Architect (AI Infrastructure),NVIDIA,81,59,Selected,1
629,Scarlett Ross,Male,University of Minnesota,Bachelors,3.7,2,AI Research Scientist,NVIDIA,86,51,Selected,1
630,Caleb Evans,Male,University of Nottingham,Bachelors,2.34,1,AI Ethics & Compliance Officer,NVIDIA,84,59,Selected,1
631,Anthony Jackson,Male,University of Nottingham,Bachelors,3.33,0,Computer Vision Engineer,NVIDIA,53,66,Selected,1
632,Patrick Hill,Female,University of Copenhagen,Masters,3.44,4,Machine Learning Engineer,NVIDIA,64,92,Rejected,0
633,Layla Powell,Female,University of Michigan,Bachelors,2.79,3,Reinforcement Learning Researcher,NVIDIA,64,50,Rejected,0
634,Samuel Green,Female,Stanford University,Masters,3.64,5,Reinforcement Learning Researcher,NVIDIA,74,57,Rejected,0
635,Benjamin Scott,Female,Aarhus University,Masters,3.48,3,Reinforcement Learning Researcher,NVIDIA,70,47,Selected,1
636,Victoria Scott,Female,Fudan University,Bachelors,3.12,1,AI Ethics & Compliance Officer,NVIDIA,84,93,Rejected,0
637,Eric Walker,Female,Princeton University,Bachelors,3.85,3,Reinforcement Learning Researcher,NVIDIA,70,55,Selected,1
638,Paul Martin,Female,University of St Andrews,Masters,3.41,2,AI Research Scientist,NVIDIA,60,67,Rejected,0
639,John Miller,Female,University of Toronto,Masters,2.94,1,Reinforcement Learning Researcher,NVIDIA,82,58,Selected,1
640,Michelle Lewis,Male,University of Maryland,Masters,3.26,3,MLOps Engineer,NVIDIA,53,89,Selected,1
641,Scott Young,Male,Delft University of Technology,Masters,3.92,1,MLOps Engineer,NVIDIA,57,51,Selected,1
642,Nicholas Wright,Male,Nagoya University,Masters,2.55,4,Reinforcement Learning Researcher,NVIDIA,56,91,Rejected,0
643,Jonathan Lopez,Female,Kingâ€™s College London,Bachelors,3.4,5,AI Product Manager,NVIDIA,76,51,Selected,1
644,Emily Bennett,Male,Georgia Institute of Technology,Bachelors,3.04,5,AI Ethics & Compliance Officer,NVIDIA,94,64,Selected,1
645,Nicole Hall,Male,University of Tokyo,Masters,3.12,4,AI Research Scientist,NVIDIA,49,86,Selected,1
646,Mark White,Female,University of Michigan,Masters,3.78,0,Deep Learning Specialist,NVIDIA,48,57,Selected,1
647,Sarah Thompson,Female,Imperial College London,Bachelors,2.73,1,Machine Learning Engineer,NVIDIA,64,74,Selected,1
648,Michael Brown,Male,Duke University,Bachelors,3.57,2,Machine Learning Engineer,NVIDIA,73,89,Selected,1
649,Nicole Hall,Female,Australian National University,Bachelors,2.96,4,Reinforcement Learning Researcher,NVIDIA,86,79,Selected,1
650,Christian Collins,Female,University of Vienna,Bachelors,3.45,3,MLOps Engineer,NVIDIA,82,94,Rejected,0
651,Sarah Thompson,Male,University of Amsterdam,Bachelors,2.38,5,AI Ethics & Compliance Officer,NVIDIA,58,74,Rejected,0
652,Nicholas Wright,Female,University of the Witwatersrand,Bachelors,2.32,2,MLOps Engineer,NVIDIA,85,76,Rejected,0
653,Layla Powell,Male,KTH Royal Institute of Technology,Masters,3.54,0,MLOps Engineer,NVIDIA,58,54,Rejected,0
654,Brian Robinson,Male,University of Alberta,Bachelors,2.85,2,Machine Learning Engineer,NVIDIA,83,59,Selected,1
655,Penelope Jenkins,Male,Vienna University of Technology,Masters,3.65,0,AI Ethics & Compliance Officer,NVIDIA,89,55,Selected,1
656,Kevin Martinez,Male,Aarhus University,Masters,3.35,2,Data Architect (AI Infrastructure),NVIDIA,85,77,Rejected,0
657,Stephanie King,Female,University of Alberta,Masters,2.48,3,Reinforcement Learning Researcher,NVIDIA,59,69,Rejected,0
658,Isaac Parker,Female,University of Melbourne,Bachelors,2.77,1,Data Architect (AI Infrastructure),NVIDIA,52,82,Selected,1
659,Justin Allen,Female,Nagoya University,Bachelors,3.34,2,NLP Engineer (Natural Language Processing),NVIDIA,68,54,Rejected,0
660,Layla Powell,Female,Northwestern University,Masters,2.33,5,AI Research Scientist,NVIDIA,50,47,Selected,1
661,Olivia Baker,Female,Georgia Institute of Technology,Bachelors,2.99,3,AI Research Scientist,NVIDIA,77,90,Rejected,0
662,Steven Harris,Male,University of Cambridge,Bachelors,2.56,1,Deep Learning Specialist,NVIDIA,59,85,Selected,1
663,William Taylor,Male,University of SÃ£o Paulo,Masters,2.73,2,AI Product Manager,NVIDIA,60,65,Rejected,0
664,Abigail Brooks,Female,University of Pennsylvania,Masters,2.47,2,Computer Vision Engineer,NVIDIA,49,81,Selected,1
665,Sophia Richardson,Female,Johns Hopkins University,Bachelors,2.34,0,Reinforcement Learning Researcher,NVIDIA,74,82,Selected,1
666,Sean Rogers,Female,University College London,Masters,2.69,2,NLP Engineer (Natural Language Processing),NVIDIA,52,65,Selected,1
667,Aaron Edwards,Female,Weizmann Institute of Science,Bachelors,2.77,1,Reinforcement Learning Researcher,NVIDIA,83,60,Rejected,0
668,Scott Young,Female,University of Warwick,Masters,3.68,5,AI Product Manager,NVIDIA,80,45,Selected,1
669,Layla Powell,Male,Kingâ€™s College London,Bachelors,3.09,3,Reinforcement Learning Researcher,NVIDIA,90,86,Selected,1
670,Jacob Turner,Male,Technical University of Munich,Masters,2.37,5,Reinforcement Learning Researcher,NVIDIA,57,70,Selected,1
671,Daniel Carter,Male,University of Zurich,Masters,2.79,1,Reinforcement Learning Researcher,NVIDIA,87,81,Selected,1
672,Emily Davis,Male,University of Adelaide,Bachelors,3.99,2,Deep Learning Specialist,NVIDIA,74,47,Rejected,0
673,Brandon King,Male,Harvard University,Bachelors,2.87,0,Computer Vision Engineer,NVIDIA,83,68,Rejected,0
674,Jason Lewis,Male,California Institute of Technology,Masters,2.66,2,Deep Learning Specialist,NVIDIA,66,51,Selected,1
675,Aaron Edwards,Male,University of Illinois Urbana-Champaign,Masters,2.65,5,MLOps Engineer,NVIDIA,45,72,Selected,1
676,Robert Smith,Male,Harvard University,Masters,3.93,5,MLOps Engineer,NVIDIA,59,70,Selected,1
677,Christopher Moore,Female,Northwestern University,Bachelors,3.16,0,AI Product Manager,NVIDIA,60,73,Selected,1
678,Ethan Mitchell,Male,ETH Zurich,Masters,3.51,2,AI Ethics & Compliance Officer,NVIDIA,89,76,Selected,1
679,Layla Powell,Female,Chinese University of Hong Kong,Masters,2.63,1,Deep Learning Specialist,NVIDIA,90,81,Rejected,0
680,Daniel Wilson,Female,California Institute of Technology,Masters,2.85,5,Deep Learning Specialist,NVIDIA,77,68,Selected,1
681,Aaron Edwards,Female,University of Glasgow,Masters,3.89,0,AI Product Manager,NVIDIA,94,78,Selected,1
682,Brian Robinson,Male,University of Bristol,Bachelors,2.72,1,Data Architect (AI Infrastructure),NVIDIA,88,88,Rejected,0
683,James Anderson,Male,University of St Andrews,Bachelors,2.62,1,Data Architect (AI Infrastructure),NVIDIA,66,91,Selected,1
684,Sean Rogers,Male,University of Washington,Masters,3.07,1,Computer Vision Engineer,NVIDIA,46,75,Selected,1
685,Nathan Sanchez,Female,University of Adelaide,Masters,3.3,0,Reinforcement Learning Researcher,NVIDIA,60,66,Selected,1
686,Lauren Wright,Male,Massachusetts Institute of Technology,Bachelors,2.36,0,Machine Learning Engineer,NVIDIA,95,72,Selected,1
687,Lily Peterson,Female,Pontifical Catholic University of Chile,Bachelors,3.49,3,Deep Learning Specialist,NVIDIA,68,51,Rejected,0
688,Andrew Thompson,Female,Tel Aviv University,Bachelors,3.93,3,AI Research Scientist,NVIDIA,76,79,Rejected,0
689,Emily Bennett,Female,Princeton University,Masters,3.03,0,AI Product Manager,NVIDIA,77,83,Selected,1
690,Sarah Thompson,Female,University of Buenos Aires,Masters,3.31,3,AI Research Scientist,NVIDIA,87,45,Rejected,0
691,Grace Cooper,Male,Vienna University of Technology,Masters,3.59,4,Machine Learning Engineer,NVIDIA,84,48,Selected,1
692,Jason Lewis,Female,University of the Witwatersrand,Masters,3.8,5,Reinforcement Learning Researcher,NVIDIA,85,91,Rejected,0
693,Christopher Moore,Male,Yale University,Bachelors,2.79,5,Computer Vision Engineer,NVIDIA,87,45,Selected,1
694,Austin Morgan,Female,Aalto University,Bachelors,3.55,0,NLP Engineer (Natural Language Processing),NVIDIA,59,92,Rejected,0
695,Scott Young,Female,University of British Columbia,Masters,3.81,0,Reinforcement Learning Researcher,NVIDIA,67,54,Rejected,0
696,John Miller,Female,Sorbonne University,Bachelors,2.39,2,AI Ethics & Compliance Officer,NVIDIA,52,55,Rejected,0
697,Lily Peterson,Male,University of California San Diego,Masters,2.95,4,Computer Vision Engineer,NVIDIA,64,79,Selected,1
698,John Miller,Male,University of Chicago,Masters,2.67,0,Computer Vision Engineer,NVIDIA,54,64,Selected,1
699,Elizabeth Young,Female,Australian National University,Bachelors,3.38,5,AI Product Manager,NVIDIA,65,53,Rejected,0
700,Avery Barnes,Female,University of Waterloo,Bachelors,3.67,1,Machine Learning Engineer,NVIDIA,83,79,Selected,1
701,Stephanie King,Male,Delft University of Technology,Masters,2.64,5,Data Architect (AI Infrastructure),NVIDIA,64,94,Selected,1
702,Brandon King,Male,University of Illinois Urbana-Champaign,Bachelors,3.05,0,Machine Learning Engineer,NVIDIA,50,67,Selected,1
703,William Taylor,Female,University of Minnesota,Masters,2.98,0,Machine Learning Engineer,NVIDIA,53,60,Selected,1
704,Natalie Hill,Female,University of Hong Kong,Masters,2.64,5,Computer Vision Engineer,NVIDIA,82,95,Selected,1
705,Benjamin Scott,Female,Tohoku University,Masters,2.8,3,Deep Learning Specialist,NVIDIA,63,63,Rejected,0
706,Steven Harris,Male,University of Warwick,Masters,3.65,0,AI Product Manager,NVIDIA,64,69,Rejected,0
707,Sean Rogers,Male,University of Alberta,Masters,2.74,1,Machine Learning Engineer,NVIDIA,61,70,Selected,1
708,Isabella Cox,Male,University of Toronto,Masters,3.72,5,Computer Vision Engineer,NVIDIA,66,69,Selected,1
709,Aaron Edwards,Female,University of Sydney,Masters,3.18,4,AI Product Manager,NVIDIA,63,65,Selected,1
710,Noah Perez,Male,Pennsylvania State University,Masters,3.87,4,Data Architect (AI Infrastructure),NVIDIA,85,77,Rejected,0
711,Jonathan Lopez,Male,University of Tokyo,Bachelors,3.03,5,NLP Engineer (Natural Language Processing),NVIDIA,46,74,Rejected,0
712,Lucy Hughes,Female,University of Queensland,Masters,2.64,2,MLOps Engineer,NVIDIA,68,81,Rejected,0
713,Isaac Parker,Female,Carnegie Mellon University,Masters,2.42,4,MLOps Engineer,NVIDIA,78,52,Selected,1
714,Jacob Turner,Female,University of Bristol,Masters,2.71,3,AI Ethics & Compliance Officer,NVIDIA,85,82,Rejected,0
